t x y v psi beta j tsolve niter
0.0 0 0 10 0 1.0 333.83750031821313 0.8125 14.0
0.1 0.9999999999995911 9.044457100154452e-07 10.1 0.0 1.0 327.6875006247955 0.734375 11.0
0.2 2.009999999992127 -2.9785591040590675e-06 10.2 0.0 0.9999999999999996 321.4775006175537 0.703125 11.0
0.30000000000000004 3.029999999947969 -1.2469733443454864e-05 10.299999999999999 0.0 0.9999999999999986 315.3951714644599 1.046875 18.0
0.4 4.057937290087079 0.06514063872244198 10.399999999999999 0.0 0.9999999999999992 309.3417038369731 1.15625 20.0
0.5 5.088955690486163 0.201526334594534 10.499999999999998 0.0 1.0 303.230069021241 1.328125 22.0
0.6000000000000001 6.114277365726591 0.42783466913429835 10.599999999999998 0.0 0.9999999999999997 297.01414331645225 1.265625 21.0
0.7000000000000001 7.127709083618531 0.7385695290560504 10.699999999999998 0.0 0.9999999999999988 290.70634853584824 1.03125 16.0
0.8 8.121874289471222 1.1342152588091678 10.799999999999997 0.0 0.9999999999999999 284.29047410444 0.875 14.0
0.9 9.138044316145871 1.5 10.899999999999997 0.0 1.0 277.73900583709815 0.890625 14.0
1.0 10.212148456949233 1.685473164390621 10.999999999999996 0.0 0.9999999999999998 271.0646096692993 0.875 14.0
1.1 11.312148456934498 1.6854674708994966 11.099999999999996 0.0 0.9999999999999994 264.31460949807126 0.796875 13.0
1.2000000000000002 12.422148456933934 1.685466352263208 11.199999999999996 0.0 1.0 257.76735058295435 0.96875 16.0
1.3 13.539551780276641 1.7616884814821776 11.299999999999995 0.0 1.0 251.2665802596042 1.171875 19.0
1.4000000000000001 14.657623628931116 1.9254423860046816 11.399999999999995 0.0 1.0 244.72190387385473 1.3125 21.0
1.5 15.763329577681755 2.2029569890392744 11.499999999999995 0.0 1.0 238.0562248148605 0.8125 13.0
1.6 16.847996638975882 2.585053005955915 11.599999999999994 0.0 1.0 231.28439652891296 1.328125 22.0
1.7000000000000002 17.901873595650994 3.0697625686728083 11.699999999999994 0.0 1.0 224.38502110828736 0.78125 12.0
1.8 18.98993741691063 3.499898734166801 11.799999999999994 0.0 1.0 217.3199638941673 0.8125 13.0
1.9000000000000001 20.145960268976957 3.736565515740477 11.899999999999993 0.0 0.9999999999999993 210.11397994197057 0.828125 13.0
2.0 21.33551353764088 3.769169518730439 11.999999999999993 0.0 0.9999999999999986 202.82441997217305 0.734375 11.0
2.1 22.535513487226293 3.7695173620946094 12.099999999999993 0.0 0.9999999999999993 195.47441923427976 0.890625 14.0
2.2 23.745513485712905 3.7694568443932934 12.199999999999992 0.0 1.0 188.06441943398542 0.765625 12.0
2.3000000000000003 24.9655134843691 3.7695141059296198 12.299999999999992 0.0 0.9999999999999996 180.59442017574742 0.625 10.0
2.4000000000000004 26.1955134773491 3.769645518267504 12.399999999999991 0.0 0.9999999999999999 173.0644194118371 0.890625 14.0
2.5 27.435513477277684 3.7696322101293074 12.499999999999991 0.0 1.0 165.4744201407 0.703125 11.0
2.6 28.685513466012882 3.76946439475261 12.59999999999999 0.0 1.0 157.82441957588946 0.875 14.0
2.7 29.945513465681362 3.769493298466516 12.69999999999999 0.0 1.0 150.1144199884177 0.78125 10.0
2.8000000000000003 31.215513460732 3.7696054205859926 12.79999999999999 0.0 1.0 142.42604175610538 1.625 26.0
2.9000000000000004 32.49486456321505 3.7288530393622796 12.89999999999999 0.0 0.9999999999999991 134.7723947676297 1.03125 16.0
3.0 33.78049143820293 3.622723221172923 12.99999999999999 0.0 0.9999999999999997 127.04185393107048 1.3125 21.0
3.1 35.067313859589376 3.438093711567571 13.099999999999989 0.0 1.0 119.22588906563139 1.046875 14.0
3.2 36.351795384335915 3.1807860890904918 13.199999999999989 0.0 1.0 111.33313033608287 0.890625 12.0
3.3000000000000003 37.62857456945404 2.8457712947170117 13.299999999999988 0.0 1.0 103.35406599860528 1.015625 16.0
3.4000000000000004 38.914788769234846 2.507314455101951 13.399999999999988 0.0 0.9999999999999992 95.2717774400953 0.953125 15.0
3.5 40.25020065900284 2.3965214739783285 13.499999999999988 0.0 1.0 87.08629686523875 1.09375 16.0
3.6 41.60020065898761 2.396515060546494 13.599999999999987 0.0 0.9999999999999997 78.8362963548096 1.09375 17.0
3.7 42.96020065883736 2.3965352764532146 13.699999999999987 0.0 0.9999999999999999 70.52629635778972 1.078125 17.0
3.8000000000000003 44.330200658835686 2.3965374163280537 13.799999999999986 0.0 0.9999999999999992 62.156296599160484 0.984375 15.0
3.9000000000000004 45.71020065882458 2.396531880286608 13.899999999999986 0.0 0.9999999999999997 53.72629652080563 1.296875 16.0
4.0 47.10020065882033 2.3965353185214586 13.999999999999986 0.0 1.0 45.23629649832819 1.375 16.0
4.1000000000000005 48.50020065881028 2.3965406221378824 14.099999999999985 0.0 0.9999999999999996 36.686296284592856 0.9375 15.0
4.2 49.910200658805074 2.3965367907520565 14.199999999999985 0.0 1.0 28.07629597442019 0.921875 14.0
4.3 51.33020065751846 2.3964763425196622 14.299999999999985 0.0 1.0 19.40629630724761 0.921875 15.0
