t x y v psi beta j tsolve niter
0.0 0 0 10 0 0.001780742546328887 451.109934923276 0.734375 8.0
0.1 0.9999984144784109 0.001780741605193537 10.1 0.0 -0.007378485619855574 376.3642744361531 0.984375 7.0
0.2 2.009970921367872 -0.005671461251564295 10.2 0.0 -0.007604733902371272 299.7080981166928 0.734375 5.0
0.30000000000000004 3.0299414272013743 -0.013428215066742903 10.299999999999999 0.0 -0.010997143998014335 221.86286987657945 0.5625 4.0
0.4 4.0598791451833645 -0.024755045075670452 10.399999999999999 0.0 -0.059441337043167286 143.37339033677574 1.0625 8.0
0.5 5.098042384367905 -0.08653763814089038 10.499999999999998 0.0 0.0900622624390944 64.26165028086325 0.609375 5.0
0.6000000000000001 6.143786876142939 0.007899949302755505 10.599999999999998 0.0 0.26459518763852885 -14.955341345903435 0.53125 4.0
0.7000000000000001 7.166897228809067 0.2851096285482506 10.699999999999998 0.0 0.31101884265034435 -91.37428904529088 0.546875 4.0
0.8 8.185561056542262 0.6125603974707763 10.799999999999997 0.0 0.309951682023373 -164.41885109993154 0.5625 4.0
0.9 9.214097229819572 0.941974028427463 10.899999999999997 0.0 0.1354187568235888 -257.0942420819081 4.09375 35.0
1.0 10.294118153067991 1.0891297464462757 10.999999999999996 0.0 -0.039114168375850716 -300.1223792351868 0.75 5.0
1.1 11.393276805350055 1.0461151313314478 11.099999999999996 0.0 -0.13075976677029746 -372.79623286853075 0.84375 5.0
1.2000000000000002 12.49380086391367 0.9013850497220248 11.199999999999996 0.0 0.009253027012891808 -453.66883186343193 0.53125 3.0
1.3 13.613752917890775 0.9117482920940932 11.299999999999995 0.0 0.1837859522123915 -539.1030672188203 0.453125 2.0
1.4000000000000001 14.724722413957512 1.1182592574427128 11.399999999999995 0.0 0.35831887741174945 -620.5895649364018 0.5 3.0
1.5 15.792318411413746 1.5180576894249145 11.499999999999995 0.0 0.42356328431870643 -694.5581765236248 0.703125 5.0
1.6 16.84069311866912 1.990720860390463 11.599999999999994 0.0 0.4091484320361547 -758.5115271419224 0.671875 4.0
1.7000000000000002 17.904946641153355 2.4522015640822796 11.699999999999994 0.0 0.438238748733425 -800.3762880790405 0.453125 3.0
1.8 18.964382162952596 2.9486855770675646 11.799999999999994 0.0 0.2637058235320947 -918.6522698125507 0.296875 2.0
1.9000000000000001 20.103590329226527 3.2562644350776466 11.899999999999993 0.0 0.08917289833227542 -1009.9127702466055 1.453125 13.0
2.0 21.288862139160614 3.362239604695712 11.999999999999993 0.0 -0.08536002826698778 -1081.324236851375 1.546875 15.0
2.1 22.48449299253744 3.259931919483897 12.099999999999993 0.0 -0.2598929534807284 -1148.1353216659816 1.25 12.0
2.2 23.653858158510587 2.948989628039655 12.199999999999992 0.0 -0.43442587874104255 -1205.0053724787504 1.5 12.0
2.3000000000000003 24.760534596135667 2.4355042218152283 12.299999999999992 0.0 -0.7853981633274755 -1257.0249071536036 0.671875 7.0
2.4000000000000004 25.76943476735173 1.7319273287038959 12.399999999999991 0.0 -0.785398163397162 -1309.2923055224335 0.765625 8.0
2.5 26.647917168133485 0.8567880989143036 12.499999999999991 0.0 -0.7853973938030432 -1369.6494036329354 1.1875 12.0
2.6 27.531801324848185 -0.02709469733684 12.59999999999999 0.0 -0.1897961239681696 -1436.683965086624 0.9375 6.0
2.7 28.56393345684274 -0.7498002128162574 12.69999999999999 0.0 -0.015262458510813268 -1536.900827717151 0.296875 6.0
2.8000000000000003 29.71494475943965 -1.2865245194152455 12.79999999999999 0.0 0.15927046668821318 -1775.583021782846 8.765625 76.0
2.9000000000000004 30.95133007204697 -1.6178119456313507 12.89999999999999 0.0 0.3338033918876454 -1866.4647222484316 0.890625 6.0
3.0 32.23642131911114 -1.730241864776829 12.99999999999999 0.0 0.4437185045514114 -1963.4168437881947 0.890625 7.0
3.1 33.53147433943308 -1.616938402539281 13.099999999999989 0.0 0.43023681090061733 -2061.3097501407005 0.96875 7.0
3.2 34.79683691093813 -1.277884479638923 13.199999999999989 0.0 0.38972329277828754 -2156.7832316125696 0.796875 6.0
3.3000000000000003 36.017855688370226 -0.7763736171860384 13.299999999999988 0.0 0.3073883013574581 -2247.926531713023 0.90625 6.0
3.4000000000000004 37.28551465461494 -0.373954997712016 13.399999999999988 0.0 0.21182891908671056 -2342.6418448016216 0.796875 6.0
3.5 38.59556300532464 -0.09222228963076973 13.499999999999988 0.0 0.07317892848876059 -2440.850602915477 0.75 6.0
3.6 39.94194988814388 0.006481113412285841 13.599999999999987 0.0 -0.005103551268812929 -2542.1354894003694 0.578125 4.0
3.7 41.30193217674215 -0.0004596861829246476 13.699999999999987 0.0 0.00012469016518908789 -2644.4638957477514 0.34375 2.0
3.8000000000000003 42.67193216609201 -0.0002888606570582529 13.799999999999986 0.0 0.00024118524836636094 -2747.5138949086786 0.3125 2.0
3.9000000000000004 44.05193212595449 4.397498246046537e-05 13.899999999999986 0.0 -3.307753301328359e-05 -2851.283891319891 0.28125 2.0
4.0 45.44193212519407 -2.00278841961456e-06 13.999999999999986 0.0 1.4168184324610117e-05 -2955.7738912582895 0.25 2.0
4.1000000000000005 46.84193212505355 1.7832669634175964e-05 14.099999999999985 0.0 -2.0971275821898273e-05 -3060.983891249009 0.359375 2.0
4.2 48.2519321247435 -1.1736829272533154e-05 14.199999999999985 0.0 1.7201247174743137e-05 -3166.913891223655 0.359375 2.0
4.3 49.67193212453342 1.2688941714397547e-05 14.299999999999985 0.0 -9.148692407540052e-06 -3273.563891206496 0.375 2.0
4.4 51.10193212447357 -3.9368842820221566e-07 14.399999999999984 0.0 1.314607560970974e-05 -3380.9338911974546 0.40625 2.0
