t x y v psi beta j tsolve niter
0.0 0 0 10 0 0.9999999999999957 288.92750040351274 0.578125 10.0
0.1 0.9999999992759587 3.8053679710514486e-05 10.1 0.0 1.0 283.82750036065 0.640625 9.0
0.2 2.0099999936962236 -6.811159120166596e-05 10.2 0.0 1.0 278.67750053344537 0.828125 12.0
0.30000000000000004 3.02999999167429 -0.0001323357681587973 10.299999999999999 0.0 1.0 273.47750087392194 0.671875 10.0
0.4 4.05999998810342 -0.00021810284726455354 10.399999999999999 0.0 0.9999999999999998 268.42632410180386 0.671875 18.0
0.5 5.096299227865362 0.0874396730132949 10.499999999999998 0.0 0.9999999999999996 263.4325635946753 0.703125 18.0
0.6000000000000001 6.129140257677765 0.2764883628687278 10.599999999999998 0.0 0.9999999999999997 258.4163869335765 0.84375 21.0
0.7000000000000001 7.137606137177272 0.6029796642617145 10.699999999999998 0.0 0.9999999999999986 253.30266467908567 0.5625 13.0
0.8 8.102417664319281 1.06562284976638 10.799999999999997 0.0 1.0 248.08044396291027 0.75 15.0
0.9 9.091213139306358 1.5 10.899999999999997 0.0 0.9999999999999992 242.70332329313874 0.953125 16.0
1.0 10.150130225427732 1.7584465219735366 10.999999999999996 0.0 1.0 237.1861427228467 1.078125 16.0
1.1 11.247817726484554 1.829735721882297 11.099999999999996 0.0 1.0 231.58841232560752 0.78125 17.0
1.2000000000000002 12.357817726423606 1.8297473538543376 11.199999999999996 0.0 1.0 225.93841202020528 0.515625 15.0
1.3 13.477817726422494 1.8297489330369836 11.299999999999995 0.0 0.9999999999999991 220.4605893233125 0.5625 17.0
1.4000000000000001 14.604357203641477 1.9181163833067518 11.399999999999995 0.0 0.9999999999999996 215.0607064314403 0.71875 16.0
1.5 15.72658273157419 2.118640358073215 11.499999999999995 0.0 0.999999999999999 209.65430037581524 1.15625 21.0
1.6 16.817764502657912 2.4817138250941295 11.599999999999994 0.0 1.0 204.14286363303742 0.78125 14.0
1.7000000000000002 17.851762813949414 3.0074965675327934 11.699999999999994 0.0 0.9999999999999998 198.5134486643075 0.734375 14.0
1.8 18.916300372685562 3.492944593628355 11.799999999999994 0.0 0.9999999999999991 192.70841530724095 0.90625 16.0
1.9000000000000001 20.05864325083383 3.7886687027975845 11.899999999999993 0.0 0.9999999999999994 186.74911562832742 0.90625 17.0
2.0 21.24495231017387 3.8823213361174824 11.999999999999993 0.0 0.999999999999999 180.7027415310825 0.875 17.0
2.1 22.444952309565647 3.8823595425118778 12.099999999999993 0.0 0.9999999999999998 174.602740238109 0.890625 17.0
2.2 23.654952309363 3.8823816875366823 12.199999999999992 0.0 1.0 168.4527394293142 0.828125 17.0
2.3000000000000003 24.87495230926196 3.8823973890549506 12.299999999999992 0.0 0.9999999999999994 162.25273914960806 0.78125 15.0
2.4000000000000004 26.10495230922562 3.882406844121934 12.399999999999991 0.0 0.9999999999999986 156.00273884756433 0.84375 15.0
2.5 27.344952309202018 3.8824144944793657 12.499999999999991 0.0 0.9999999999999996 149.7027389536151 0.765625 15.0
2.6 28.59495230919889 3.88241169853428 12.59999999999999 0.0 0.9999999999999997 143.35273894547558 0.703125 14.0
2.7 29.854952309190413 3.8824070767569836 12.69999999999999 0.0 0.9999999999999996 136.95273857844677 0.671875 14.0
2.8000000000000003 31.12495230914194 3.882418172801656 12.79999999999999 0.0 1.0 130.50273885537615 0.828125 14.0
2.9000000000000004 32.40495230907479 3.8824050611761427 12.89999999999999 0.0 1.0 124.24388345895018 2.078125 40.0
3.0 33.6949523087544 3.882376310799802 12.99999999999999 0.0 0.9999999999999992 117.78045178369197 1.046875 21.0
3.1 34.986112636243845 3.731032302932486 13.099999999999989 0.0 0.9999999999999994 111.42140074434468 1.0 20.0
3.2 36.26311125156259 3.43884308945258 13.199999999999989 0.0 1.0 104.97527042677447 0.828125 16.0
3.3000000000000003 37.50843058194706 3.001144831093272 13.299999999999988 0.0 1.0 98.44213164654445 0.8125 15.0
3.4000000000000004 38.76303860526005 2.559716798636494 13.399999999999988 0.0 0.9999999999999982 91.78431024835156 0.84375 16.0
3.5 40.08510565906051 2.341224910330853 13.499999999999988 0.0 1.0 85.00197414706031 0.859375 17.0
3.6 41.43510565865375 2.341191770403057 13.599999999999987 0.0 1.0 78.15197324879001 0.96875 17.0
3.7 42.795105658651984 2.341189581684667 13.699999999999987 0.0 0.9999999999999998 71.2519729648032 0.859375 15.0
3.8000000000000003 44.165105658528624 2.3411711967602824 13.799999999999986 0.0 0.9999999999999993 64.30197261185305 0.890625 17.0
3.9000000000000004 45.545105658373785 2.3411918692969054 13.899999999999986 0.0 1.0 57.301972677256195 0.71875 14.0
4.0 46.93510565830117 2.3411776612159514 13.999999999999986 0.0 0.9999999999999999 50.25197249945273 0.859375 16.0
4.1000000000000005 48.33510565829167 2.341172503128135 14.099999999999985 0.0 0.9999999999999994 43.15197241943863 0.765625 15.0
4.2 49.74510565828382 2.341167799885706 14.199999999999985 0.0 0.9999999999999998 36.001972208889825 0.8125 15.0
4.3 51.16510565821316 2.3411536338496157 14.299999999999985 0.0 1.0 28.801972301139998 0.921875 15.0
