t x y v psi a beta j tsolve niter
0.0 0 0 10 0 0.999999999999997 1.1920914065691109e-09 196.00000463984384 0.046875 3.0
0.1 1.0 1.1920914065691109e-09 10.1 0.0 0.9999999999999898 -6.169294638824007e-09 192.97001187175798 0.046875 3.0
0.2 2.01 -5.038896178643136e-09 10.2 0.0 0.9999999999999932 -3.094088563948845e-08 189.91002220722794 0.09375 3.0
0.30000000000000004 3.0299999999999994 -3.6598599530921353e-08 10.299999999999999 0.0 1.0 -3.628566025372817e-08 186.82000000067848 0.15625 7.0
0.4 4.059999999999999 -7.397282959226136e-08 10.399999999999999 0.0 0.9999999999999957 4.0621976122885466e-08 183.70000463760206 0.078125 3.0
0.5 5.099999999999998 -3.1725974424460486e-08 10.499999999999998 0.0 1.0 -8.568300012932483e-09 180.55001186758997 0.0625 3.0
0.6000000000000001 6.149999999999998 -4.072268943803959e-08 10.599999999999998 0.0 0.999999999999995 0.146021756535076 177.45078621160792 0.15625 8.0
0.7000000000000001 7.198719218496343 0.1542335508078625 10.699999999999998 0.0 1.0 0.31826641248953214 174.43427635116151 0.09375 6.0
0.8 8.21498309099218 0.4890584923217323 10.799999999999997 0.0 0.9999999999999003 0.49279933768896617 171.43045357051307 0.125 7.0
0.9 9.16647601042535 1.0 10.899999999999988 0.0 0.999999999999968 0.31826641248953375 168.35261910230213 0.171875 10.0
1.0 10.201735469322976 1.3410833516356258 10.999999999999984 0.0 0.9999999999999892 0.14373348729010094 165.11768840032227 0.09375 3.0
1.1 11.290392394405753 1.4986463532232783 11.099999999999984 0.0 1.0 -9.85489635940153e-06 161.7988229204437 0.171875 8.0
1.2000000000000002 12.40039239435185 1.4986354142883196 11.199999999999983 0.0 0.9999999999999962 0.0006114226245132529 158.43882852602613 0.09375 3.0
1.3 13.520392185002786 1.4993202075851075 11.299999999999983 0.0 1.0 -8.078156549670804e-05 155.04882353325948 0.140625 8.0
1.4000000000000001 14.650392181315786 1.4992289244161956 11.399999999999983 0.0 0.9999999999999362 0.000490233482745018 151.62882866976108 0.09375 3.0
1.5 15.790392044328332 1.4997877905641397 11.499999999999977 0.0 0.999999999999999 0.1750231587017413 148.1545002427559 0.4375 24.0
1.6 16.92282292683305 1.7000383744573684 11.599999999999977 0.0 0.999999999999993 0.4733970535753648 145.02684865644477 0.421875 23.0
1.7000000000000002 18.012671739085846 2.0973160688112875 11.699999999999976 0.0 0.9999999999991416 0.6479299788125942 141.93364481417694 0.296875 19.0
1.8 19.025634553181142 2.682812727435514 11.79999999999989 0.0 1.0 0.4733970536131611 138.69867943443188 0.1875 9.0
1.9000000000000001 20.075863661220627 3.2207893260218885 11.89999999999989 0.0 1.0 0.29886412841372767 135.31822174068256 0.234375 13.0
2.0 21.21311280068668 3.5711668292718715 11.99999999999989 0.0 0.999999999999897 0.12433120321429399 131.7793469412036 0.09375 3.0
2.1 22.403849793548005 3.719980181601362 12.099999999999879 0.0 1.0 -2.5253500489817244e-06 128.15845087279334 0.125 8.0
2.2 23.613849793544134 3.719977125927803 12.199999999999878 0.0 1.0 0.0001063108125268097 124.49845383976948 0.109375 6.0
2.3000000000000003 24.833849786649907 3.720106825118841 12.299999999999878 0.0 1.0 -3.282118682850554e-05 120.80845112314887 0.15625 9.0
2.4000000000000004 26.063849785987397 3.720066455059049 12.399999999999878 0.0 1.0 4.988547871587805e-05 117.08845511149556 0.125 6.0
2.5 27.303849784444477 3.7201283130526313 12.499999999999877 0.0 0.999999999999874 -4.554479052447788e-05 113.3384515119619 0.15625 9.0
2.6 28.55384978314801 3.7200713820644955 12.599999999999865 0.0 0.9999999999999376 1.0635853882621903e-05 109.55845577967577 0.125 6.0
2.7 29.81384978307673 3.720084783240387 12.699999999999859 0.0 0.9999999999999319 -5.918689031395969e-05 105.74845217297158 0.171875 9.0
2.8000000000000003 31.083849780852255 3.7200096158897322 12.799999999999851 0.0 0.9999999999999135 -2.567468844842437e-05 101.90845683520169 0.140625 6.0
2.9000000000000004 32.36384978043036 3.7199767522885216 12.899999999999842 0.0 1.0 -7.386139571032725e-05 98.03845318760861 0.140625 9.0
