t x y v psi a beta j tsolve niter
0.0 0 0 10 0 0.9999999999999394 0.038452679342765694 503.0487456055085 4.484375 30.0
0.1 0.9992607868163266 0.03844320396657907 10.099999999999994 0.0 0.9999999999999937 0.0578749854036751 492.67926337123777 3.875 27.0
0.2 2.007569754369367 0.0968643127554398 10.199999999999994 0.0 1.0 0.0736563661512843 482.1959841242715 3.71875 26.0
0.30000000000000004 3.024804122324702 0.17192589181230425 10.299999999999994 0.0 0.9999999999999957 0.08917409741677793 471.6077468887211 4.5625 27.0
0.4 4.050711545304617 0.26365352927619623 10.399999999999993 0.0 0.9999999999999576 0.10492080376477725 460.9155237067811 4.046875 28.0
0.5 5.084992439666068 0.37257107404689116 10.49999999999999 0.0 1.0 0.12124376608151803 450.1186866600041 3.9375 27.0
0.6000000000000001 6.127284362360509 0.4995653569336556 10.599999999999989 0.0 0.9999999999999951 0.13825944890722694 439.21592589260587 3.890625 27.0
0.7000000000000001 7.177169183117272 0.6456539024960622 10.699999999999989 0.0 0.9999999999999585 0.15615154413241433 428.20536006472514 4.03125 28.0
0.8 8.234150600371756 0.8120578795480007 10.799999999999985 0.0 0.9999999999999589 0.1749109854355862 417.356535168801 3.71875 25.0
0.9 9.297671996188502 1.000000000000004 10.89999999999998 0.0 0.9999999999999759 0.00037806023615359516 406.58255346942286 3.09375 21.0
1.0 10.3876719182919 1.0004120856475949 10.999999999999979 0.0 0.9999999999999536 0.11739269077934683 395.5201016986792 5.078125 33.0
1.1 11.480101044714605 1.1292476542741297 11.099999999999975 0.0 0.999999999999931 0.14971127394794917 384.34429239044846 4.078125 27.0
1.2000000000000002 12.577684788293185 1.2948070872038921 11.199999999999967 0.0 1.0 0.1811163202419847 373.0438634314806 4.265625 28.0
1.3 13.679365200824378 1.4965501630332523 11.299999999999967 0.0 0.99999999999989 0.2128255973682442 361.62467684561824 4.234375 28.0
1.4000000000000001 14.78387012666152 1.7352316847342033 11.399999999999956 0.0 0.9999999999999499 0.2453565917838658 350.08450450098104 4.15625 28.0
1.5 15.889728004121466 2.012140252423571 11.49999999999995 0.0 1.0 0.2790344429154724 338.4176935562276 4.25 28.0
1.6 16.995248105663016 2.328881953321241 11.59999999999995 0.0 1.0 0.3140574369126508 326.6162211697739 3.90625 26.0
1.7000000000000002 18.09851016024133 2.6872293251933197 11.69999999999995 0.0 1.0 0.27061630527569996 314.6699951734208 4.0 27.0
1.8 19.225929560899736 3.0 11.79999999999995 0.0 0.9999999999999722 0.09608338007626814 302.56728334789307 4.1875 28.0
1.9000000000000001 20.400486860694336 3.113204017151359 11.899999999999947 0.0 1.0 1.6484657275446797e-07 290.3226315077919 4.671875 31.0
2.0 21.590486860694316 3.1132042133187805 11.999999999999947 0.0 0.9999999999999974 3.7282307785226657e-06 277.97263165839934 3.875 26.0
2.1 22.79048686068597 3.1132086871957148 12.099999999999946 0.0 0.9999999999999721 -5.520666700756942e-06 265.5226316120937 3.796875 25.0
2.2 24.000486860667525 3.113202007189007 12.199999999999944 0.0 0.9999999999999974 6.549111409357279e-06 252.97263154244663 3.796875 25.0
2.3000000000000003 25.220486860641355 3.1132099971049265 12.299999999999944 0.0 1.0 -4.837281995942034e-06 240.32263166711544 3.953125 25.0
2.4000000000000004 26.45048686062696 3.1132040472480713 12.399999999999944 0.0 1.0 -0.00016046082420909514 227.5727047426681 5.984375 39.0
2.5 27.690486844663393 3.113005075826906 12.499999999999943 0.0 1.0 -0.0034477988314576867 214.724373999005 4.1875 27.0
2.6 28.94047941509776 3.108695335826136 12.599999999999943 0.0 1.0 -0.005054006591407568 201.77519063821202 3.875 26.0
2.7 30.20046332305295 3.102327314630753 12.699999999999942 0.0 1.0 -0.00654323512517618 188.72589208165374 3.953125 26.0
