t x y v psi a beta j tsolve niter
0.0 0 0 10 0 0.9999999999999973 2.9061272825612293e-06 420.4975001434882 2.453125 20.0
0.1 0.9999999999957773 2.9061272825571385e-06 10.1 0.0 1.0 0.02245235021944593 412.27919166397356 2.84375 24.0
0.2 2.0097454361346805 0.022677874631254202 10.2 0.0 1.0 0.05275958906788054 404.03786658565116 3.203125 27.0
0.30000000000000004 3.028326142544571 0.07646769271542639 10.299999999999999 0.0 1.0 0.08270403504062276 395.69057773440636 2.53125 21.0
0.4 4.0548055718766545 0.16155577154013426 10.399999999999999 0.0 1.0 0.10839227426598581 387.2482849400003 2.953125 25.0
0.5 5.0887021308449665 0.27406312842618036 10.499999999999998 0.0 0.9999999999999696 0.1341851236041862 378.71950279800967 2.9375 24.0
0.6000000000000001 6.129263341347489 0.41453507294723524 10.599999999999994 0.0 0.999999999999993 0.1609753689898369 370.10367054566393 3.234375 26.0
0.7000000000000001 7.175559046298759 0.5844329769970592 10.699999999999994 0.0 0.9999999999999591 0.1894890810963832 361.3980789377426 3.234375 26.0
0.8 8.226406686717686 0.7859751230260535 10.79999999999999 0.0 0.9999999999999809 0.19949174598528271 352.59862685114285 3.171875 25.0
0.9 9.284987506511944 1.0000000000000022 10.899999999999988 0.0 0.9999999999999876 0.024958820785850037 343.69998931103794 3.296875 27.0
1.0 10.374648020345276 1.0272022902064653 10.999999999999986 0.0 0.9999999999999939 1.2528536995678324e-06 334.95974591636616 3.203125 25.0
1.1 11.47464802034441 1.0272036683455348 11.099999999999985 0.0 1.0 0.10595366198053772 326.3185338156038 3.109375 24.0
1.2000000000000002 12.578423317855968 1.1445923075031195 11.199999999999985 0.0 1.0 0.16319337383334773 317.5287917749446 3.109375 29.0
1.3 13.683542424371126 1.3265586791632096 11.299999999999985 0.0 0.9999999999999913 0.21382987809287052 308.5927368087648 2.96875 24.0
1.4000000000000001 14.787807090006376 1.5663493133203081 11.399999999999984 0.0 1.0 0.2635845745894308 299.54702923721914 3.25 26.0
1.5 15.888434051636438 1.8633683216901038 11.499999999999984 0.0 0.9999999999999543 0.31490655745397295 290.3909636667535 3.0625 25.0
1.6 16.981883175159815 2.219555090486966 11.59999999999998 0.0 1.0 0.368356613840931 281.113906333886 2.96875 23.0
1.7000000000000002 18.064070792943056 2.6372511042537155 11.69999999999998 0.0 0.9999999999999958 0.31523698945001316 271.69967721588495 2.921875 24.0
1.8 19.1764166198489 3.0 11.79999999999998 0.0 1.0 0.14070406425057816 262.12800018523967 3.234375 25.0
1.9000000000000001 20.344755273948326 3.1654835017067806 11.899999999999979 0.0 1.0 -1.9140199251118463e-05 252.41945929856524 3.296875 27.0
2.0 21.534755273730347 3.165460724869673 11.999999999999979 0.0 1.0 1.595090708585105e-06 242.61945809673898 2.5625 21.0
2.1 22.73475527372882 3.165462638978523 12.099999999999978 0.0 0.9999999999999958 -1.870557351167449e-05 232.73945790662768 2.671875 22.0
2.2 23.944755273517128 3.1654400052345752 12.199999999999978 0.0 0.9999999999999932 -7.011305949146691e-07 222.7794580658022 2.765625 22.0
2.3000000000000003 25.164755273516825 3.1654391498552497 12.299999999999978 0.0 0.9999999999999998 1.2684202238754812e-06 212.73945807228483 2.421875 21.0
2.4000000000000004 26.394755273515834 3.165440710012125 12.399999999999977 0.0 1.0 -2.172163857756613e-06 202.6194580992393 2.578125 21.0
2.5 27.634755273512905 3.1654380165289413 12.499999999999977 0.0 0.9999999999999933 1.2576527114461118e-06 192.41945805044818 2.3125 21.0
2.6 28.884755273511914 3.1654395885948308 12.599999999999977 0.0 0.9999999999999686 -3.1319670084787045e-06 182.2224492362157 3.921875 38.0
2.7 30.14475527350573 3.1654356423164 12.699999999999973 0.0 0.9999999999999921 -0.007001360413632707 171.78352104983801 2.734375 25.0
2.8000000000000003 31.414724146537626 3.1565439872349126 12.799999999999972 0.0 1.0 -0.01072676782573387 161.3456007868318 2.5625 23.0
2.9000000000000004 32.69465050657302 3.142813987725251 12.899999999999972 0.0 1.0 -0.014220767363910067 150.82742871463034 2.421875 24.0
3.0 33.98452007027647 3.1244698161313846 12.999999999999972 0.0 0.9999999999999921 -0.01779133481697043 140.22911654982403 2.40625 24.0
3.1 35.284314330167014 3.1013423010125876 13.099999999999971 0.0 0.9999999999999877 -0.02155359371810222 129.5506540900916 2.375 23.0
3.2 36.594010056848234 3.07310927933689 13.19999999999997 0.0 0.9999999999999891 -0.025509857263068255 118.79197447411235 2.609375 25.0
3.3000000000000003 37.913580583279476 3.039439919765338 13.29999999999997 0.0 0.9999999999999982 -0.02965842285407123 107.9529587616949 3.25 32.0
3.4000000000000004 39.24299567749531 3.0 13.39999999999997 0.0 1.0 -8.858858498600868e-05 97.03356035020852 2.71875 26.0
3.5 40.58299567223719 2.999881291296274 13.49999999999997 0.0 0.9999999999999813 1.3585892778311768e-05 86.03353491013077 2.21875 21.0
3.6 41.9329956721126 2.999899632251524 13.599999999999968 0.0 1.0 -8.138408391433757e-07 74.95353490040628 2.078125 20.0
3.7 43.29299567211214 2.999898525427983 13.699999999999967 0.0 0.9999999999999959 3.4956588092601562e-06 63.79353483520704 2.34375 22.0
3.8000000000000003 44.66299567210377 2.9999033144805516 13.799999999999967 0.0 0.9999999999999875 -1.1236308315128025e-06 52.553534855735435 2.140625 21.0
3.9000000000000004 46.0429956721029 2.999901763870004 13.899999999999967 0.0 1.0 1.7304541989419208e-06 41.23353488427297 2.21875 22.0
4.0 47.432995672100816 2.9999041692013404 13.999999999999966 0.0 1.0 4.102811012857832e-06 29.83353465507451 2.25 22.0
